Product ID,Product Name,Brand,Category,Description,Unit Type,Pack Size,Cost Price,Selling Price,Reorder Level,Current Stock,Product Status
PROD-000143,Cocoa Sandwich,Family Treat,Assorted Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Carton,10 x 200g,14685,19100.0,64,1809,Active
PROD-000144,Golden Crunch,Royal Treat,Cream Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Box,24 x 50g,11319,13400.0,168,3339,Active
PROD-000145,Golden Crunch,Golden Bite,Cream Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Box,20 x 100g,14556,18900.0,62,2362,Active
PROD-000146,Cocoa Sandwich,Royal Treat,Kids Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,24 x 50g,14842,19600.0,218,738,Active
PROD-000147,Butter Delight,Biscuit House,Crackers,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Carton,20 x 100g,13236,17700.0,220,2060,Active
PROD-000148,Honey Crunch,Royal Treat,Crackers,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Pack,48 x 25g,7917,9100.0,259,2095,Active
PROD-000149,Cocoa Sandwich,Royal Treat,Plain Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Carton,12 x 150g,10962,13100.0,59,2899,Active
PROD-000150,Chocolate Delight,Family Treat,Sandwich Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Pack,24 x 75g,8191,11300.0,241,2659,Active
PROD-000151,Premium Wafer,Happy Crunch,Crackers,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Pack,12 x 100g,7883,9800.0,119,2861,Active
PROD-000152,Cocoa Sandwich,Sweet Valley,Kids Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Carton,10 x 200g,10315,13000.0,204,1778,Active
PROD-000153,Milk Crunch,Premium Choice,Plain Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Carton,20 x 100g,11900,15200.0,177,2477,Active
PROD-000154,Strawberry Cream,Family Treat,Assorted Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Pack,24 x 50g,9476,12100.0,139,3231,Active
PROD-000155,Premium Wafer,Family Treat,Cream Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,24 x 75g,14003,19200.0,172,2396,Active
PROD-000156,Family Pack,Crispy Crown,Assorted Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Pack,12 x 100g,5159,7000.0,119,1764,Active
PROD-000157,Honey Crunch,Sweet Valley,Plain Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Pack,24 x 50g,10271,14300.0,180,1602,Active
PROD-000158,Cocoa Sandwich,Happy Crunch,Assorted Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Pack,12 x 100g,10309,12000.0,217,3337,Active
PROD-000159,Honey Crunch,Sweet Valley,Cream Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Carton,10 x 200g,11086,13500.0,126,1506,Active
PROD-000160,Premium Wafer,Happy Crunch,Sandwich Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,48 x 25g,12217,16000.0,279,1125,Active
PROD-000161,Classic Crackers,Daily Delight,Assorted Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Pack,20 x 100g,5426,7200.0,87,1905,Active
PROD-000162,Rich Chocolate,Royal Treat,Sandwich Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Pack,12 x 150g,7984,10400.0,195,2269,Active
PROD-000163,Family Pack,Royal Treat,Crackers,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,12 x 100g,6349,8900.0,78,2136,Active
PROD-000164,Caramel Cream,Biscuit House,Crackers,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Box,12 x 150g,11739,15900.0,60,2420,Active
PROD-000165,Honey Crunch,Royal Treat,Wafer Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,10 x 200g,9506,12900.0,189,1496,Active
PROD-000166,Rich Chocolate,Crispy Crown,Wafer Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,48 x 25g,8397,10500.0,257,2760,Active
PROD-000167,Family Pack,Sweet Valley,Crackers,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Pack,24 x 50g,5141,7100.0,95,2278,Active
PROD-000168,Classic Cream,Happy Crunch,Wafer Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Pack,24 x 50g,5466,6500.0,128,989,Active
PROD-000169,Cocoa Sandwich,Golden Bite,Chocolate Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Box,24 x 75g,8865,11700.0,60,2897,Active
PROD-000170,Caramel Cream,Royal Treat,Crackers,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Pack,48 x 25g,10264,13900.0,183,2211,Active
PROD-000171,Honey Crunch,Royal Treat,Sandwich Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Pack,48 x 25g,13066,17800.0,142,1039,Active
PROD-000172,Family Pack,Sweet Valley,Cream Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Pack,12 x 100g,3081,3600.0,53,1798,Active
PROD-000173,Chocolate Delight,Premium Choice,Chocolate Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Pack,12 x 150g,13347,17300.0,98,1915,Active
PROD-000174,Cocoa Sandwich,Biscuit House,Cream Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Pack,10 x 200g,3409,4400.0,252,1763,Active
PROD-000175,Family Pack,Crispy Crown,Kids Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Carton,24 x 75g,7171,9300.0,163,1561,Active
PROD-000176,Butter Delight,Premium Choice,Crackers,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Box,24 x 50g,4376,5100.0,215,2428,Active
PROD-000177,Milk Crunch,Sweet Valley,Plain Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Carton,24 x 75g,14181,18700.0,265,3135,Active
PROD-000178,Cocoa Sandwich,Daily Delight,Kids Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Box,12 x 150g,6857,8700.0,214,1611,Active
PROD-000179,Strawberry Cream,Sweet Valley,Wafer Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,24 x 50g,8590,11700.0,95,1231,Active
PROD-000180,Rich Chocolate,Royal Treat,Chocolate Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Box,20 x 100g,9748,11600.0,159,1881,Active
PROD-000181,Cocoa Sandwich,Biscuit House,Crackers,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Box,24 x 50g,7144,8200.0,265,2046,Active
PROD-000182,Chocolate Delight,Sweet Valley,Wafer Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Box,20 x 100g,4934,6300.0,119,1483,Active
PROD-000183,Honey Crunch,Crunchy Gold,Kids Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Box,10 x 200g,13101,16300.0,235,2089,Active
PROD-000184,Classic Cream,Royal Treat,Plain Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Box,12 x 100g,5874,7800.0,203,2335,Active
PROD-000185,Rich Chocolate,Premium Choice,Crackers,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Pack,12 x 100g,4004,4800.0,96,1485,Active
PROD-000186,Cocoa Sandwich,Golden Bite,Kids Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,10 x 200g,8238,11000.0,166,968,Active
PROD-000187,Family Pack,Happy Crunch,Sandwich Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Pack,24 x 50g,11936,14600.0,259,1754,Active
PROD-000188,Cocoa Sandwich,Golden Bite,Wafer Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,48 x 25g,14942,18300.0,250,1552,Active
PROD-000189,Milk Crunch,Golden Bite,Kids Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Pack,20 x 100g,10416,14200.0,85,1868,Active
PROD-000190,Chocolate Delight,Crispy Crown,Kids Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,20 x 100g,12960,17000.0,101,2167,Active
PROD-000191,Golden Crunch,Crispy Crown,Plain Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Pack,20 x 100g,5188,6500.0,158,2932,Active
PROD-000192,Milk Crunch,Crunchy Gold,Sandwich Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Pack,24 x 75g,11231,13000.0,259,1475,Active
PROD-000193,Vanilla Cream,Royal Treat,Sandwich Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Pack,20 x 100g,13112,16400.0,100,2374,Active
PROD-000194,Classic Cream,Crunchy Gold,Chocolate Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Pack,10 x 200g,7057,9600.0,108,2832,Active
PROD-000195,Vanilla Cream,Daily Delight,Crackers,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Box,48 x 25g,8956,11600.0,224,2604,Active
PROD-000196,Strawberry Cream,Sweet Valley,Kids Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Carton,10 x 200g,9870,11600.0,190,2150,Active
PROD-000197,Cocoa Sandwich,Crispy Crown,Plain Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Pack,48 x 25g,10263,13800.0,192,2429,Active
PROD-000198,Strawberry Cream,Crispy Crown,Assorted Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Pack,12 x 100g,5746,7800.0,180,3092,Active
PROD-000199,Coconut Crunch,Crispy Crown,Crackers,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Carton,48 x 25g,10746,12500.0,267,1603,Active
PROD-000200,Classic Crackers,Happy Crunch,Cream Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Pack,48 x 25g,9554,13100.0,171,3164,Active
PROD-000201,Cocoa Sandwich,Biscuit House,Cream Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Pack,10 x 200g,7359,9500.0,83,2724,Active
PROD-000202,Golden Crunch,Royal Treat,Cream Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Box,48 x 25g,2605,3100.0,97,2220,Active
PROD-000203,Strawberry Cream,Daily Delight,Wafer Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Box,20 x 100g,5301,6400.0,140,1820,Active
PROD-000204,Honey Crunch,Daily Delight,Assorted Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Box,12 x 100g,13543,16800.0,148,2206,Active
PROD-000205,Vanilla Cream,Daily Delight,Sandwich Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,24 x 50g,4452,5500.0,254,1821,Active
PROD-000206,Strawberry Cream,Family Treat,Plain Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Pack,10 x 200g,13688,17400.0,61,1800,Active
PROD-000207,Butter Delight,Golden Bite,Kids Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Pack,20 x 100g,3129,4300.0,295,1369,Active
PROD-000208,Chocolate Delight,Golden Bite,Crackers,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,10 x 200g,3255,4500.0,249,2432,Active
PROD-000209,Premium Wafer,Premium Choice,Sandwich Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,20 x 100g,6079,8300.0,284,1572,Active
PROD-000210,Cocoa Sandwich,Crispy Crown,Kids Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Pack,20 x 100g,11197,14800.0,283,2433,Active
PROD-000211,Honey Crunch,Premium Choice,Chocolate Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,10 x 200g,11778,13600.0,198,2139,Active
PROD-000212,Classic Cream,Biscuit House,Plain Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,10 x 200g,8372,10700.0,211,2239,Active
PROD-000213,Strawberry Cream,Crispy Crown,Sandwich Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Box,24 x 50g,9088,12300.0,54,2375,Active
PROD-000214,Rich Chocolate,Happy Crunch,Wafer Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,12 x 100g,6907,9600.0,299,2127,Active
PROD-000215,Milk Crunch,Family Treat,Sandwich Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Box,12 x 100g,10225,12200.0,52,3003,Active
PROD-000216,Chocolate Delight,Biscuit House,Wafer Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Pack,12 x 150g,13012,15000.0,264,2954,Active
PROD-000217,Rich Chocolate,Sweet Valley,Sandwich Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Pack,10 x 200g,2591,3500.0,183,2190,Active
PROD-000218,Butter Delight,Premium Choice,Chocolate Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Box,12 x 100g,10029,12600.0,98,1398,Active
PROD-000219,Family Pack,Happy Crunch,Chocolate Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Box,24 x 50g,7413,9000.0,250,2437,Active
PROD-000220,Butter Delight,Happy Crunch,Sandwich Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Carton,10 x 200g,5848,8000.0,145,1662,Active
PROD-000221,Butter Delight,Sweet Valley,Wafer Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Pack,10 x 200g,14477,17700.0,68,2090,Active
PROD-000222,Family Pack,Crispy Crown,Sandwich Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Box,48 x 25g,11595,14800.0,88,2206,Active
PROD-000223,Golden Crunch,Crispy Crown,Chocolate Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,24 x 50g,5414,7400.0,213,1126,Active
PROD-000224,Premium Wafer,Biscuit House,Sandwich Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Carton,48 x 25g,6153,8400.0,232,1397,Active
PROD-000225,Vanilla Cream,Sweet Valley,Sandwich Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Pack,20 x 100g,14783,18500.0,147,1050,Active
PROD-000226,Rich Chocolate,Daily Delight,Sandwich Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Pack,20 x 100g,4259,5900.0,170,2202,Active
PROD-000227,Rich Chocolate,Happy Crunch,Chocolate Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Box,20 x 100g,3877,4600.0,173,2646,Active
PROD-000228,Coconut Crunch,Golden Bite,Sandwich Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,48 x 25g,13232,18400.0,69,2122,Active
PROD-000229,Chocolate Delight,Golden Bite,Chocolate Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,12 x 100g,14381,19600.0,91,2197,Active
PROD-000230,Family Pack,Family Treat,Cream Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Box,24 x 75g,10719,14900.0,128,1594,Active
PROD-000231,Strawberry Cream,Family Treat,Crackers,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Box,12 x 150g,9954,12100.0,141,1971,Active
PROD-000232,Coconut Crunch,Royal Treat,Assorted Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,10 x 200g,14275,19200.0,182,2327,Active
PROD-000233,Strawberry Cream,Premium Choice,Chocolate Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Box,10 x 200g,8820,12200.0,273,1626,Active
PROD-000234,Strawberry Cream,Happy Crunch,Sandwich Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Pack,12 x 150g,4353,5800.0,77,2266,Active
PROD-000235,Vanilla Cream,Royal Treat,Crackers,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,24 x 75g,14997,17800.0,158,1211,Active
PROD-000236,Golden Crunch,Sweet Valley,Wafer Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Pack,12 x 100g,10294,13100.0,142,1070,Active
PROD-000237,Strawberry Cream,Premium Choice,Chocolate Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Box,48 x 25g,9395,10900.0,204,3154,Active
PROD-000238,Cocoa Sandwich,Biscuit House,Cream Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Carton,12 x 100g,7754,9200.0,287,2262,Active
PROD-000239,Milk Crunch,Crunchy Gold,Kids Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Carton,48 x 25g,3665,5000.0,239,1961,Active
PROD-000240,Chocolate Delight,Royal Treat,Sandwich Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Carton,48 x 25g,13951,18000.0,115,2104,Active
PROD-000241,Premium Wafer,Biscuit House,Chocolate Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Pack,48 x 25g,13847,16800.0,255,1781,Active
PROD-000242,Caramel Cream,Family Treat,Assorted Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Pack,12 x 150g,10702,13500.0,58,2921,Active
PROD-000243,Butter Delight,Royal Treat,Wafer Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,12 x 150g,14507,19700.0,76,1628,Active
PROD-000244,Golden Crunch,Daily Delight,Crackers,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Carton,12 x 150g,3452,4200.0,170,2073,Active
PROD-000245,Rich Chocolate,Royal Treat,Cream Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Box,12 x 150g,6828,7900.0,265,1912,Active
PROD-000246,Milk Crunch,Happy Crunch,Wafer Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,48 x 25g,4940,6800.0,199,2918,Active
PROD-000247,Honey Crunch,Family Treat,Chocolate Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,20 x 100g,8429,11600.0,196,1157,Active
PROD-000248,Premium Wafer,Crispy Crown,Crackers,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,12 x 150g,4631,6300.0,227,1774,Active
PROD-000249,Chocolate Delight,Biscuit House,Kids Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,10 x 200g,9717,12200.0,153,2301,Active
PROD-000250,Golden Crunch,Family Treat,Chocolate Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Carton,12 x 150g,11823,15900.0,73,2013,Active
PROD-000251,Golden Crunch,Daily Delight,Assorted Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,12 x 100g,12799,15600.0,250,2334,Active
PROD-000252,Coconut Crunch,Crispy Crown,Wafer Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,48 x 25g,8718,10100.0,144,1946,Active
PROD-000253,Classic Crackers,Crispy Crown,Wafer Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,10 x 200g,8893,12100.0,151,1130,Active
PROD-000254,Classic Crackers,Royal Treat,Cream Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Pack,24 x 75g,3135,4300.0,156,2566,Active
PROD-000255,Caramel Cream,Royal Treat,Assorted Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Pack,12 x 150g,4858,6200.0,174,2747,Active
PROD-000256,Classic Crackers,Golden Bite,Kids Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Box,24 x 75g,14416,18300.0,175,2108,Active
PROD-000257,Butter Delight,Sweet Valley,Plain Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Carton,12 x 150g,9016,12000.0,96,1086,Active
PROD-000258,Strawberry Cream,Crunchy Gold,Sandwich Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Carton,12 x 150g,13615,18700.0,142,1522,Active
PROD-000259,Premium Wafer,Premium Choice,Assorted Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Carton,12 x 150g,9906,12900.0,280,2718,Active
PROD-000260,Milk Crunch,Sweet Valley,Chocolate Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Carton,24 x 75g,7679,8900.0,214,2084,Active
PROD-000261,Chocolate Delight,Golden Bite,Plain Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Pack,12 x 100g,6367,8400.0,293,3188,Active
PROD-000262,Honey Crunch,Crunchy Gold,Assorted Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Box,20 x 100g,14130,19700.0,106,2411,Active
PROD-000263,Golden Crunch,Sweet Valley,Plain Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,12 x 150g,6958,8100.0,63,2734,Active
PROD-000264,Coconut Crunch,Family Treat,Sandwich Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Carton,10 x 200g,8923,12400.0,117,2247,Active
PROD-000265,Classic Cream,Daily Delight,Kids Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Pack,12 x 100g,5513,6700.0,272,2130,Active
PROD-000266,Strawberry Cream,Crispy Crown,Chocolate Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Box,12 x 150g,14180,18600.0,275,993,Active
PROD-000267,Honey Crunch,Sweet Valley,Sandwich Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,48 x 25g,7124,9500.0,252,1244,Active
PROD-000268,Milk Crunch,Sweet Valley,Wafer Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Pack,20 x 100g,4828,6300.0,288,2644,Active
PROD-000269,Golden Crunch,Daily Delight,Cream Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Pack,12 x 150g,7224,8900.0,265,1877,Active
PROD-000270,Vanilla Cream,Biscuit House,Wafer Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Box,24 x 50g,9742,13300.0,53,1880,Active
PROD-000271,Vanilla Cream,Biscuit House,Chocolate Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Box,48 x 25g,11333,13200.0,299,2128,Active
PROD-000272,Classic Crackers,Happy Crunch,Kids Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,24 x 50g,8386,10200.0,218,2307,Active
PROD-000273,Family Pack,Happy Crunch,Crackers,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Box,48 x 25g,4451,5300.0,206,2915,Active
PROD-000274,Vanilla Cream,Biscuit House,Cream Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,10 x 200g,10400,13600.0,124,1274,Active
PROD-000275,Family Pack,Family Treat,Chocolate Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,12 x 150g,8838,10800.0,265,2398,Active
PROD-000276,Coconut Crunch,Sweet Valley,Cream Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Pack,24 x 50g,3140,4000.0,296,1741,Active
PROD-000277,Premium Wafer,Premium Choice,Wafer Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Pack,10 x 200g,11526,15800.0,142,2963,Active
PROD-000278,Strawberry Cream,Daily Delight,Assorted Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Box,24 x 50g,11392,13900.0,282,1562,Active
PROD-000279,Milk Crunch,Biscuit House,Cream Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Box,24 x 75g,8099,9800.0,96,1646,Active
PROD-000280,Strawberry Cream,Daily Delight,Wafer Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Pack,12 x 100g,9817,13000.0,157,912,Active
PROD-000281,Vanilla Cream,Crunchy Gold,Assorted Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Carton,48 x 25g,3850,5000.0,215,2326,Active
PROD-000282,Premium Wafer,Royal Treat,Chocolate Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,12 x 150g,7520,9100.0,105,2206,Active
PROD-000283,Cocoa Sandwich,Crispy Crown,Sandwich Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Box,20 x 100g,4435,5100.0,221,2021,Active
PROD-000284,Family Pack,Premium Choice,Cream Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Carton,48 x 25g,14630,18400.0,139,2352,Active
